customer_profile_key,age,age_band,job,marital,education,education_group,default_status,housing_status,loan_status,housing_loan_profile,personal_loan_profile,credit_exposure_profile
5823,50,50-59,entrepreneur,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5824,31,30-39,admin.,single,basic.9y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
5825,51,50-59,services,divorced,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
5826,56,50-59,retired,married,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
5827,44,40-49,self-employed,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
5828,51,50-59,services,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5829,30,30-39,services,single,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
5830,37,30-39,technician,single,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
5831,58,50-59,technician,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
5832,38,30-39,self-employed,single,basic.9y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
5833,60,60+,self-employed,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
5834,52,50-59,retired,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
5835,44,40-49,blue-collar,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5836,46,40-49,admin.,married,basic.9y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
5837,27,17-29,blue-collar,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5838,57,50-59,self-employed,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
5839,33,30-39,admin.,single,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
5840,58,50-59,technician,single,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
5841,31,30-39,admin.,divorced,high.school,secondary,unknown,no,yes,no housing loan,personal loan,single loan exposure
5842,52,50-59,services,unknown,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5843,49,40-49,management,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
5844,29,17-29,admin.,married,unknown,unknown,no,unknown,unknown,unknown,unknown,exposure unknown
5845,58,50-59,admin.,married,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
5846,55,50-59,blue-collar,married,basic.4y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
5847,40,40-49,admin.,single,professional.course,professional,unknown,no,yes,no housing loan,personal loan,single loan exposure
5848,42,40-49,management,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5849,37,30-39,blue-collar,single,unknown,unknown,unknown,no,yes,no housing loan,personal loan,single loan exposure
5850,47,40-49,blue-collar,divorced,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
5851,31,30-39,services,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5852,46,40-49,blue-collar,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5853,39,30-39,unemployed,divorced,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
5854,56,50-59,technician,married,unknown,unknown,no,no,yes,no housing loan,personal loan,single loan exposure
5855,29,17-29,services,single,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
5856,54,50-59,blue-collar,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
5857,40,40-49,management,divorced,university.degree,tertiary,unknown,unknown,unknown,unknown,unknown,exposure unknown
5858,52,50-59,management,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5859,34,30-39,blue-collar,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
5860,58,50-59,services,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
5861,43,40-49,self-employed,divorced,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
5862,42,40-49,self-employed,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5863,51,50-59,admin.,divorced,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
5864,29,17-29,entrepreneur,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5865,44,40-49,blue-collar,married,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
5866,42,40-49,self-employed,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
5867,52,50-59,technician,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
5868,39,30-39,technician,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
5869,33,30-39,unknown,married,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
5870,39,30-39,services,married,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
5871,30,30-39,services,married,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
5872,29,17-29,blue-collar,divorced,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
5873,41,40-49,admin.,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5874,31,30-39,housemaid,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5875,46,40-49,services,divorced,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
5876,28,17-29,services,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5877,59,50-59,retired,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
5878,42,40-49,services,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
5879,31,30-39,blue-collar,married,basic.4y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
5880,49,40-49,unemployed,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
5881,48,40-49,blue-collar,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
5882,52,50-59,technician,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
5883,60,60+,self-employed,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5884,28,17-29,admin.,single,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
5885,30,30-39,admin.,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
5886,29,17-29,blue-collar,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
5887,45,40-49,technician,single,professional.course,professional,unknown,yes,yes,housing loan,personal loan,housing + personal loan
5888,35,30-39,self-employed,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
5889,30,30-39,services,divorced,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
5890,25,17-29,technician,single,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
5891,38,30-39,blue-collar,single,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
5892,36,30-39,blue-collar,single,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
5893,37,30-39,admin.,single,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
5894,42,40-49,admin.,divorced,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
5895,58,50-59,retired,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5896,55,50-59,technician,unknown,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
5897,27,17-29,technician,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
5898,39,30-39,self-employed,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5899,39,30-39,services,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
5900,59,50-59,housemaid,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5901,39,30-39,self-employed,married,basic.6y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
5902,24,17-29,technician,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5903,30,30-39,technician,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5904,58,50-59,services,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5905,40,40-49,management,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
5906,34,30-39,admin.,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5907,27,17-29,admin.,single,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
5908,27,17-29,self-employed,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
5909,51,50-59,services,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
5910,58,50-59,technician,married,basic.4y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
5911,41,40-49,blue-collar,married,professional.course,professional,unknown,no,yes,no housing loan,personal loan,single loan exposure
5912,59,50-59,technician,divorced,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5913,30,30-39,entrepreneur,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5914,49,40-49,housemaid,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
5915,45,40-49,technician,single,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
5916,30,30-39,entrepreneur,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5917,44,40-49,blue-collar,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5918,28,17-29,technician,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5919,40,40-49,blue-collar,married,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
5920,52,50-59,self-employed,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
5921,40,40-49,entrepreneur,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5922,33,30-39,self-employed,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5923,23,17-29,admin.,married,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
5924,39,30-39,unemployed,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5925,32,30-39,self-employed,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5926,41,40-49,blue-collar,single,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
5927,39,30-39,admin.,single,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
5928,39,30-39,admin.,single,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
5929,54,50-59,technician,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5930,29,17-29,admin.,single,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
5931,37,30-39,self-employed,single,university.degree,tertiary,unknown,no,yes,no housing loan,personal loan,single loan exposure
5932,53,50-59,technician,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5933,41,40-49,entrepreneur,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
5934,53,50-59,management,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
5935,41,40-49,services,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
5936,54,50-59,blue-collar,married,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
5937,26,17-29,unemployed,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5938,44,40-49,admin.,divorced,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
5939,27,17-29,unemployed,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
5940,56,50-59,services,divorced,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
5941,52,50-59,technician,married,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
5942,42,40-49,unemployed,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
5943,41,40-49,housemaid,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
5944,43,40-49,technician,single,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
5945,55,50-59,blue-collar,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5946,37,30-39,services,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5947,47,40-49,retired,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5948,47,40-49,blue-collar,divorced,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5949,57,50-59,retired,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5950,57,50-59,self-employed,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
5951,54,50-59,retired,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
5952,41,40-49,services,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5953,40,40-49,admin.,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
5954,53,50-59,services,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5955,42,40-49,management,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
5956,26,17-29,blue-collar,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5957,39,30-39,blue-collar,married,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
5958,36,30-39,technician,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5959,49,40-49,technician,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
5960,28,17-29,unemployed,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
5961,38,30-39,services,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5962,30,30-39,self-employed,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
5963,40,40-49,admin.,divorced,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
5964,45,40-49,management,single,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
5965,36,30-39,retired,married,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
5966,48,40-49,entrepreneur,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5967,32,30-39,housemaid,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5968,30,30-39,blue-collar,divorced,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
5969,52,50-59,retired,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
5970,28,17-29,blue-collar,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
5971,58,50-59,technician,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5972,38,30-39,technician,single,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
5973,55,50-59,admin.,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
5974,50,50-59,blue-collar,married,basic.9y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
5975,57,50-59,housemaid,divorced,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5976,43,40-49,management,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
5977,35,30-39,admin.,divorced,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
5978,37,30-39,technician,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5979,29,17-29,blue-collar,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
5980,52,50-59,housemaid,single,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
5981,24,17-29,admin.,single,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
5982,27,17-29,services,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5983,41,40-49,services,single,high.school,secondary,unknown,no,yes,no housing loan,personal loan,single loan exposure
5984,50,50-59,entrepreneur,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5985,30,30-39,services,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
5986,29,17-29,entrepreneur,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
5987,23,17-29,technician,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
5988,36,30-39,management,married,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
5989,46,40-49,self-employed,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
5990,56,50-59,self-employed,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
5991,32,30-39,blue-collar,married,basic.6y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
5992,45,40-49,management,married,university.degree,tertiary,unknown,no,yes,no housing loan,personal loan,single loan exposure
5993,32,30-39,technician,divorced,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
5994,43,40-49,management,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
5995,32,30-39,housemaid,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
5996,40,40-49,blue-collar,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
5997,57,50-59,admin.,single,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
5998,37,30-39,unemployed,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
5999,38,30-39,services,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6000,34,30-39,technician,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6001,32,30-39,admin.,divorced,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
6002,53,50-59,housemaid,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6003,33,30-39,technician,married,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
6004,34,30-39,technician,single,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
6005,29,17-29,entrepreneur,married,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
6006,27,17-29,admin.,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
6007,28,17-29,blue-collar,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6008,29,17-29,admin.,single,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
6009,29,17-29,entrepreneur,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6010,33,30-39,technician,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6011,30,30-39,services,divorced,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
6012,58,50-59,retired,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
6013,40,40-49,blue-collar,divorced,basic.6y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
6014,51,50-59,retired,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6015,51,50-59,retired,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6016,34,30-39,technician,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6017,34,30-39,unemployed,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6018,47,40-49,admin.,married,university.degree,tertiary,unknown,unknown,unknown,unknown,unknown,exposure unknown
6019,38,30-39,admin.,divorced,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
6020,51,50-59,admin.,married,illiterate,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6021,57,50-59,admin.,divorced,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
6022,34,30-39,technician,single,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
6023,53,50-59,self-employed,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6024,56,50-59,technician,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6025,29,17-29,unemployed,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
6026,30,30-39,technician,single,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
6027,43,40-49,unemployed,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6028,43,40-49,management,married,unknown,unknown,no,no,yes,no housing loan,personal loan,single loan exposure
6029,57,50-59,management,divorced,university.degree,tertiary,unknown,no,yes,no housing loan,personal loan,single loan exposure
6030,52,50-59,services,married,basic.6y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
6031,40,40-49,technician,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6032,42,40-49,blue-collar,single,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6033,31,30-39,entrepreneur,married,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
6034,26,17-29,admin.,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
6035,47,40-49,services,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6036,56,50-59,blue-collar,single,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6037,37,30-39,self-employed,single,basic.4y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
6038,41,40-49,blue-collar,single,basic.4y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
6039,42,40-49,housemaid,divorced,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6040,56,50-59,admin.,divorced,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6041,39,30-39,housemaid,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6042,43,40-49,management,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6043,39,30-39,technician,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6044,47,40-49,blue-collar,single,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
6045,40,40-49,unemployed,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6046,50,50-59,blue-collar,divorced,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
6047,46,40-49,entrepreneur,married,university.degree,tertiary,unknown,no,yes,no housing loan,personal loan,single loan exposure
6048,31,30-39,technician,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
6049,28,17-29,housemaid,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6050,23,17-29,admin.,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
6051,49,40-49,unemployed,divorced,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6052,45,40-49,services,single,basic.9y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
6053,47,40-49,services,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6054,33,30-39,unemployed,divorced,basic.9y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
6055,36,30-39,housemaid,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
6056,42,40-49,entrepreneur,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6057,28,17-29,technician,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6058,37,30-39,services,divorced,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
6059,48,40-49,blue-collar,divorced,basic.4y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
6060,43,40-49,services,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6061,28,17-29,admin.,single,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6062,49,40-49,blue-collar,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
6063,52,50-59,management,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
6064,35,30-39,self-employed,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6065,39,30-39,technician,married,basic.9y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
6066,42,40-49,self-employed,divorced,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6067,56,50-59,retired,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6068,41,40-49,technician,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
6069,60,60+,blue-collar,married,basic.9y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
6070,47,40-49,admin.,divorced,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6071,37,30-39,entrepreneur,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6072,44,40-49,housemaid,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6073,57,50-59,entrepreneur,married,university.degree,tertiary,unknown,unknown,unknown,unknown,unknown,exposure unknown
6074,49,40-49,admin.,married,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
6075,52,50-59,entrepreneur,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
6076,34,30-39,services,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6077,55,50-59,retired,divorced,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6078,30,30-39,technician,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6079,37,30-39,management,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6080,55,50-59,admin.,divorced,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6081,34,30-39,blue-collar,divorced,basic.4y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6082,43,40-49,entrepreneur,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
6083,36,30-39,entrepreneur,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6084,42,40-49,admin.,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
6085,45,40-49,technician,married,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
6086,44,40-49,entrepreneur,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6087,41,40-49,admin.,divorced,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6088,39,30-39,self-employed,single,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6089,50,50-59,unknown,married,basic.4y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6090,50,50-59,entrepreneur,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
6091,49,40-49,blue-collar,married,unknown,unknown,unknown,unknown,unknown,unknown,unknown,exposure unknown
6092,38,30-39,housemaid,single,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6093,36,30-39,self-employed,married,professional.course,professional,unknown,no,yes,no housing loan,personal loan,single loan exposure
6094,44,40-49,unknown,single,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6095,25,17-29,admin.,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
